"industry_raw","industry_code","industry_level","year","active_enterprises"
"68 : Real estate activities","68","division","2020",112620
"68 : Real estate activities","68","division","2021",118110
"68 : Real estate activities","68","division","2022",122695
"68 : Real estate activities","68","division","2023",126495
"68 : Real estate activities","68","division","2024",131340
"681 : Buying and selling of own real estate","681","group","2019",7055
"681 : Buying and selling of own real estate","681","group","2020",8080
"681 : Buying and selling of own real estate","681","group","2021",8390
"681 : Buying and selling of own real estate","681","group","2022",10505
"681 : Buying and selling of own real estate","681","group","2023",11580
"681 : Buying and selling of own real estate","681","group","2024",12985
"682 : Renting and operating of own or leased real estate","682","group","2019",62510
"682 : Renting and operating of own or leased real estate","682","group","2020",63135
"682 : Renting and operating of own or leased real estate","682","group","2021",63840
"682 : Renting and operating of own or leased real estate","682","group","2022",66170
"682 : Renting and operating of own or leased real estate","682","group","2023",68330
"682 : Renting and operating of own or leased real estate","682","group","2024",70945
"683 : Real estate activities on a fee or contract basis","683","group","2019",41005
"683 : Real estate activities on a fee or contract basis","683","group","2020",41405
"683 : Real estate activities on a fee or contract basis","683","group","2021",45880
"683 : Real estate activities on a fee or contract basis","683","group","2022",46020
"683 : Real estate activities on a fee or contract basis","683","group","2023",46585
"683 : Real estate activities on a fee or contract basis","683","group","2024",47410
"69 : Legal and accounting activities","69","division","2019",83800
"69 : Legal and accounting activities","69","division","2020",82145
"69 : Legal and accounting activities","69","division","2021",81485
"69 : Legal and accounting activities","69","division","2022",79405
"69 : Legal and accounting activities","69","division","2023",77590
"69 : Legal and accounting activities","69","division","2024",77535
"691 : Legal activities","691","group","2019",35890
"691 : Legal activities","691","group","2020",35400
"691 : Legal activities","691","group","2021",35335
"691 : Legal activities","691","group","2022",34885
"691 : Legal activities","691","group","2023",34585
"691 : Legal activities","691","group","2024",34925
"692 : Accounting, bookkeeping and auditing activities; tax consultancy","692","group","2019",47910
"692 : Accounting, bookkeeping and auditing activities; tax consultancy","692","group","2020",46745
"692 : Accounting, bookkeeping and auditing activities; tax consultancy","692","group","2021",46150
"692 : Accounting, bookkeeping and auditing activities; tax consultancy","692","group","2022",44520
"692 : Accounting, bookkeeping and auditing activities; tax consultancy","692","group","2023",43005
"692 : Accounting, bookkeeping and auditing activities; tax consultancy","692","group","2024",42610
"70 : Activities of head offices; management consultancy activities","70","division","2019",208890
"70 : Activities of head offices; management consultancy activities","70","division","2020",203330
"70 : Activities of head offices; management consultancy activities","70","division","2021",194590
"70 : Activities of head offices; management consultancy activities","70","division","2022",181680
"70 : Activities of head offices; management consultancy activities","70","division","2023",175295
"70 : Activities of head offices; management consultancy activities","70","division","2024",176135
"701 : Activities of head offices","701","group","2019",7320
"701 : Activities of head offices","701","group","2020",7920
"701 : Activities of head offices","701","group","2021",8900
"701 : Activities of head offices","701","group","2022",9675
"701 : Activities of head offices","701","group","2023",10585
"701 : Activities of head offices","701","group","2024",11735
"702 : Management consultancy activities","702","group","2019",201570
"702 : Management consultancy activities","702","group","2020",195410
"702 : Management consultancy activities","702","group","2021",185690
"702 : Management consultancy activities","702","group","2022",172005
"702 : Management consultancy activities","702","group","2023",164710
"702 : Management consultancy activities","702","group","2024",164400
"71 : Architectural and engineering activities; technical testing and analysis","71","division","2019",109585
"71 : Architectural and engineering activities; technical testing and analysis","71","division","2020",105385
"71 : Architectural and engineering activities; technical testing and analysis","71","division","2021",101525
"71 : Architectural and engineering activities; technical testing and analysis","71","division","2022",92950
"71 : Architectural and engineering activities; technical testing and analysis","71","division","2023",87150
"71 : Architectural and engineering activities; technical testing and analysis","71","division","2024",86220
"711 : Architectural and engineering activities and related technical consultancy","711","group","2019",103385
"711 : Architectural and engineering activities and related technical consultancy","711","group","2020",99395
"711 : Architectural and engineering activities and related technical consultancy","711","group","2021",95765
"711 : Architectural and engineering activities and related technical consultancy","711","group","2022",87735
"711 : Architectural and engineering activities and related technical consultancy","711","group","2023",82285
"711 : Architectural and engineering activities and related technical consultancy","711","group","2024",81405
"712 : Technical testing and analysis","712","group","2019",6200
"712 : Technical testing and analysis","712","group","2020",5990
"712 : Technical testing and analysis","712","group","2021",5760
"712 : Technical testing and analysis","712","group","2022",5215
"712 : Technical testing and analysis","712","group","2023",4865
"712 : Technical testing and analysis","712","group","2024",4815
"72 : Scientific research and development","72","division","2019",6130
"72 : Scientific research and development","72","division","2020",6300
"72 : Scientific research and development","72","division","2021",6525
"72 : Scientific research and development","72","division","2022",6345
"72 : Scientific research and development","72","division","2023",6310
"72 : Scientific research and development","72","division","2024",6385
"721 : Research and experimental development on natural sciences and engineering","721","group","2019",5530
"721 : Research and experimental development on natural sciences and engineering","721","group","2020",5665
"721 : Research and experimental development on natural sciences and engineering","721","group","2021",5870
"721 : Research and experimental development on natural sciences and engineering","721","group","2022",5670
"721 : Research and experimental development on natural sciences and engineering","721","group","2023",5630
"721 : Research and experimental development on natural sciences and engineering","721","group","2024",5670
"722 : Research and experimental development on social sciences and humanities","722","group","2019",600
"722 : Research and experimental development on social sciences and humanities","722","group","2020",635
"722 : Research and experimental development on social sciences and humanities","722","group","2021",655
"722 : Research and experimental development on social sciences and humanities","722","group","2022",675
"722 : Research and experimental development on social sciences and humanities","722","group","2023",680
"722 : Research and experimental development on social sciences and humanities","722","group","2024",715
"73 : Advertising and market research","73","division","2019",25585
"73 : Advertising and market research","73","division","2020",25560
"73 : Advertising and market research","73","division","2021",26200
"73 : Advertising and market research","73","division","2022",26020
"73 : Advertising and market research","73","division","2023",25865
"73 : Advertising and market research","73","division","2024",26305
"731 : Advertising","731","group","2019",22145
"731 : Advertising","731","group","2020",22270
"731 : Advertising","731","group","2021",22900
"731 : Advertising","731","group","2022",22890
"731 : Advertising","731","group","2023",22840
"731 : Advertising","731","group","2024",23350
"732 : Market research and public opinion polling","732","group","2019",3440
"732 : Market research and public opinion polling","732","group","2020",3290
"732 : Market research and public opinion polling","732","group","2021",3300
"732 : Market research and public opinion polling","732","group","2022",3130
"732 : Market research and public opinion polling","732","group","2023",3025
"732 : Market research and public opinion polling","732","group","2024",2955
"74 : Other professional, scientific and technical activities","74","division","2019",94275
"74 : Other professional, scientific and technical activities","74","division","2020",93730
"74 : Other professional, scientific and technical activities","74","division","2021",88120
"74 : Other professional, scientific and technical activities","74","division","2022",90990
"74 : Other professional, scientific and technical activities","74","division","2023",90170
"74 : Other professional, scientific and technical activities","74","division","2024",89250
"741 : Specialised design activities","741","group","2019",26310
"741 : Specialised design activities","741","group","2020",26080
"741 : Specialised design activities","741","group","2021",26590
"741 : Specialised design activities","741","group","2022",26500
"741 : Specialised design activities","741","group","2023",26050
"741 : Specialised design activities","741","group","2024",26005
"742 : Photographic activities","742","group","2019",8740
"742 : Photographic activities","742","group","2020",8600
"742 : Photographic activities","742","group","2021",8475
"742 : Photographic activities","742","group","2022",8905
"742 : Photographic activities","742","group","2023",8930
"742 : Photographic activities","742","group","2024",8845
"743 : Translation and interpretation activities","743","group","2019",1815
"743 : Translation and interpretation activities","743","group","2020",1815
"743 : Translation and interpretation activities","743","group","2021",1885
"743 : Translation and interpretation activities","743","group","2022",1845
"743 : Translation and interpretation activities","743","group","2023",1800
"743 : Translation and interpretation activities","743","group","2024",1785
"749 : Other professional, scientific and technical activities n.e.c.","749","group","2019",57410
"749 : Other professional, scientific and technical activities n.e.c.","749","group","2020",57235
"749 : Other professional, scientific and technical activities n.e.c.","749","group","2021",51170
"749 : Other professional, scientific and technical activities n.e.c.","749","group","2022",53740
"749 : Other professional, scientific and technical activities n.e.c.","749","group","2023",53390
"749 : Other professional, scientific and technical activities n.e.c.","749","group","2024",52615
"75 : Veterinary activities","75","division","2019",4415
"75 : Veterinary activities","75","division","2020",4345
"75 : Veterinary activities","75","division","2021",4190
"75 : Veterinary activities","75","division","2022",3810
"75 : Veterinary activities","75","division","2023",3690
"75 : Veterinary activities","75","division","2024",3805
"750 : Veterinary activities","750","group","2019",4415
"750 : Veterinary activities","750","group","2020",4345
"750 : Veterinary activities","750","group","2021",4190
"750 : Veterinary activities","750","group","2022",3810
"750 : Veterinary activities","750","group","2023",3690
"750 : Veterinary activities","750","group","2024",3805
"77 : Rental and leasing activities","77","division","2019",19405
"77 : Rental and leasing activities","77","division","2020",19475
"77 : Rental and leasing activities","77","division","2021",20035
"77 : Rental and leasing activities","77","division","2022",20185
"77 : Rental and leasing activities","77","division","2023",19835
"77 : Rental and leasing activities","77","division","2024",19965
"771 : Renting and leasing of motor vehicles","771","group","2019",4890
"771 : Renting and leasing of motor vehicles","771","group","2020",4950
"771 : Renting and leasing of motor vehicles","771","group","2021",5145
"771 : Renting and leasing of motor vehicles","771","group","2022",5140
"771 : Renting and leasing of motor vehicles","771","group","2023",4905
"771 : Renting and leasing of motor vehicles","771","group","2024",4895
"772 : Renting and leasing of personal and household goods","772","group","2019",2735
"772 : Renting and leasing of personal and household goods","772","group","2020",2750
"772 : Renting and leasing of personal and household goods","772","group","2021",2810
"772 : Renting and leasing of personal and household goods","772","group","2022",2830
"772 : Renting and leasing of personal and household goods","772","group","2023",2785
"772 : Renting and leasing of personal and household goods","772","group","2024",2805
"773 : Renting and leasing of other machinery, equipment and tangible goods","773","group","2019",10850
"773 : Renting and leasing of other machinery, equipment and tangible goods","773","group","2020",10815
"773 : Renting and leasing of other machinery, equipment and tangible goods","773","group","2021",11095
"773 : Renting and leasing of other machinery, equipment and tangible goods","773","group","2022",11240
"773 : Renting and leasing of other machinery, equipment and tangible goods","773","group","2023",11165
"773 : Renting and leasing of other machinery, equipment and tangible goods","773","group","2024",11285
"774 : Leasing of intellectual property and similar products, except copyrighted works","774","group","2019",930
"774 : Leasing of intellectual property and similar products, except copyrighted works","774","group","2020",960
"774 : Leasing of intellectual property and similar products, except copyrighted works","774","group","2021",985
"774 : Leasing of intellectual property and similar products, except copyrighted works","774","group","2022",975
"774 : Leasing of intellectual property and similar products, except copyrighted works","774","group","2023",980
"774 : Leasing of intellectual property and similar products, except copyrighted works","774","group","2024",980
"78 : Employment activities","78","division","2019",36800
"78 : Employment activities","78","division","2020",34915
"78 : Employment activities","78","division","2021",34715
"78 : Employment activities","78","division","2022",33280
"78 : Employment activities","78","division","2023",33860
"78 : Employment activities","78","division","2024",34905
"781 : Activities of employment placement agencies","781","group","2019",20895
"781 : Activities of employment placement agencies","781","group","2020",19610
"781 : Activities of employment placement agencies","781","group","2021",19345
"781 : Activities of employment placement agencies","781","group","2022",18760
"781 : Activities of employment placement agencies","781","group","2023",18925
"781 : Activities of employment placement agencies","781","group","2024",19650
"782 : Temporary employment agency activities","782","group","2019",12885
"782 : Temporary employment agency activities","782","group","2020",12035
"782 : Temporary employment agency activities","782","group","2021",12320
"782 : Temporary employment agency activities","782","group","2022",11680
"782 : Temporary employment agency activities","782","group","2023",12095
"782 : Temporary employment agency activities","782","group","2024",12265
"783 : Other human resources provision","783","group","2019",3020
"783 : Other human resources provision","783","group","2020",3270
"783 : Other human resources provision","783","group","2021",3050
"783 : Other human resources provision","783","group","2022",2840
"783 : Other human resources provision","783","group","2023",2840
"783 : Other human resources provision","783","group","2024",2990
"79 : Travel agency, tour operator and other reservation service and related activities","79","division","2019",9450
"79 : Travel agency, tour operator and other reservation service and related activities","79","division","2020",9510
"79 : Travel agency, tour operator and other reservation service and related activities","79","division","2021",9655
"79 : Travel agency, tour operator and other reservation service and related activities","79","division","2022",9365
"79 : Travel agency, tour operator and other reservation service and related activities","79","division","2023",9510
"79 : Travel agency, tour operator and other reservation service and related activities","79","division","2024",9940
"791 : Travel agency and tour operator activities","791","group","2019",7595
"791 : Travel agency and tour operator activities","791","group","2020",7725
"791 : Travel agency and tour operator activities","791","group","2021",7875
"791 : Travel agency and tour operator activities","791","group","2022",7595
"791 : Travel agency and tour operator activities","791","group","2023",7720
"791 : Travel agency and tour operator activities","791","group","2024",8065
"799 : Other reservation service and related activities","799","group","2019",1855
"799 : Other reservation service and related activities","799","group","2020",1785
"799 : Other reservation service and related activities","799","group","2021",1780
"799 : Other reservation service and related activities","799","group","2022",1770
"799 : Other reservation service and related activities","799","group","2023",1790
"799 : Other reservation service and related activities","799","group","2024",1875
"80 : Security and investigation activities","80","division","2019",10565
"80 : Security and investigation activities","80","division","2020",10950
"80 : Security and investigation activities","80","division","2021",11500
"80 : Security and investigation activities","80","division","2022",11660
"80 : Security and investigation activities","80","division","2023",11900
"80 : Security and investigation activities","80","division","2024",12260
"801 : Private security activities","801","group","2019",6720
"801 : Private security activities","801","group","2020",6950
"801 : Private security activities","801","group","2021",7405
"801 : Private security activities","801","group","2022",7530
"801 : Private security activities","801","group","2023",7625
"801 : Private security activities","801","group","2024",7865
"802 : Security systems service activities","802","group","2019",2950
"802 : Security systems service activities","802","group","2020",3130
"802 : Security systems service activities","802","group","2021",3300
"802 : Security systems service activities","802","group","2022",3475
"802 : Security systems service activities","802","group","2023",3670
"802 : Security systems service activities","802","group","2024",3800
"803 : Investigation activities","803","group","2019",895
"803 : Investigation activities","803","group","2020",870
"803 : Investigation activities","803","group","2021",795
"803 : Investigation activities","803","group","2022",655
"803 : Investigation activities","803","group","2023",605
"803 : Investigation activities","803","group","2024",595
"81 : Services to buildings and landscape activities","81","division","2019",48005
"81 : Services to buildings and landscape activities","81","division","2020",48825
"81 : Services to buildings and landscape activities","81","division","2021",53675
"81 : Services to buildings and landscape activities","81","division","2022",56365
"81 : Services to buildings and landscape activities","81","division","2023",57450
"81 : Services to buildings and landscape activities","81","division","2024",58445
"811 : Combined facilities support activities","811","group","2019",3785
"811 : Combined facilities support activities","811","group","2020",3915
"811 : Combined facilities support activities","811","group","2021",4190
"811 : Combined facilities support activities","811","group","2022",4245
"811 : Combined facilities support activities","811","group","2023",4405
"811 : Combined facilities support activities","811","group","2024",4680
"812 : Cleaning activities","812","group","2019",23725
"812 : Cleaning activities","812","group","2020",24180
"812 : Cleaning activities","812","group","2021",26535
"812 : Cleaning activities","812","group","2022",28240
"812 : Cleaning activities","812","group","2023",28800
"812 : Cleaning activities","812","group","2024",29255
"813 : Landscape service activities","813","group","2019",20495
"813 : Landscape service activities","813","group","2020",20730
"813 : Landscape service activities","813","group","2021",22950
"813 : Landscape service activities","813","group","2022",23880
"813 : Landscape service activities","813","group","2023",24245
"813 : Landscape service activities","813","group","2024",24510
"82 : Office administrative, office support and other business support activities","82","division","2019",161435
"82 : Office administrative, office support and other business support activities","82","division","2020",160590
"82 : Office administrative, office support and other business support activities","82","division","2021",140210
"82 : Office administrative, office support and other business support activities","82","division","2022",140685
"82 : Office administrative, office support and other business support activities","82","division","2023",137050
"82 : Office administrative, office support and other business support activities","82","division","2024",131935
"821 : Office administrative and support activities","821","group","2019",10735
"821 : Office administrative and support activities","821","group","2020",9635
"821 : Office administrative and support activities","821","group","2021",9465
"821 : Office administrative and support activities","821","group","2022",8900
"821 : Office administrative and support activities","821","group","2023",7210
"821 : Office administrative and support activities","821","group","2024",5635
"822 : Activities of call centres","822","group","2019",825
"822 : Activities of call centres","822","group","2020",740
"822 : Activities of call centres","822","group","2021",690
"822 : Activities of call centres","822","group","2022",620
"822 : Activities of call centres","822","group","2023",560
"822 : Activities of call centres","822","group","2024",500
"823 : Organisation of conventions and trade shows","823","group","2019",4375
"823 : Organisation of conventions and trade shows","823","group","2020",4270
"823 : Organisation of conventions and trade shows","823","group","2021",4165
"823 : Organisation of conventions and trade shows","823","group","2022",4080
"823 : Organisation of conventions and trade shows","823","group","2023",4080
"823 : Organisation of conventions and trade shows","823","group","2024",4155
"829 : Business support service activities n.e.c.","829","group","2019",145500
"829 : Business support service activities n.e.c.","829","group","2020",145945
"829 : Business support service activities n.e.c.","829","group","2021",125890
"829 : Business support service activities n.e.c.","829","group","2022",127085
"829 : Business support service activities n.e.c.","829","group","2023",125200
"829 : Business support service activities n.e.c.","829","group","2024",121645
"85 : Education","85","division","2019",44645
"85 : Education","85","division","2020",45055
"85 : Education","85","division","2021",46885
"85 : Education","85","division","2022",48010
"85 : Education","85","division","2023",48105
"85 : Education","85","division","2024",49015
"851 : Pre-primary education","851","group","2019",4465
"851 : Pre-primary education","851","group","2020",4505
"851 : Pre-primary education","851","group","2021",4450
"851 : Pre-primary education","851","group","2022",4465
"851 : Pre-primary education","851","group","2023",4445
"851 : Pre-primary education","851","group","2024",4350
"852 : Primary education","852","group","2019",2300
"852 : Primary education","852","group","2020",2260
"852 : Primary education","852","group","2021",2255
"852 : Primary education","852","group","2022",2285
"852 : Primary education","852","group","2023",2265
"852 : Primary education","852","group","2024",2245
"853 : Secondary education","853","group","2019",3635
"853 : Secondary education","853","group","2020",3655
"853 : Secondary education","853","group","2021",3705
"853 : Secondary education","853","group","2022",3765
"853 : Secondary education","853","group","2023",3555
"853 : Secondary education","853","group","2024",3505
"854 : Higher education","854","group","2019",1590
"854 : Higher education","854","group","2020",1540
"854 : Higher education","854","group","2021",1490
"854 : Higher education","854","group","2022",1505
"854 : Higher education","854","group","2023",1435
"854 : Higher education","854","group","2024",1415
"855 : Other education","855","group","2019",27280
"855 : Other education","855","group","2020",27375
"855 : Other education","855","group","2021",28685
"855 : Other education","855","group","2022",29215
"855 : Other education","855","group","2023",29305
"855 : Other education","855","group","2024",29975
"856 : Educational support activities","856","group","2019",5375
"856 : Educational support activities","856","group","2020",5720
"856 : Educational support activities","856","group","2021",6300
"856 : Educational support activities","856","group","2022",6775
"856 : Educational support activities","856","group","2023",7100
"856 : Educational support activities","856","group","2024",7525
"86 : Human health activities","86","division","2019",61935
"86 : Human health activities","86","division","2020",62265
"86 : Human health activities","86","division","2021",63970
"86 : Human health activities","86","division","2022",66180
"86 : Human health activities","86","division","2023",69700
"86 : Human health activities","86","division","2024",73815
"861 : Hospital activities","861","group","2019",3290
"861 : Hospital activities","861","group","2020",3335
"861 : Hospital activities","861","group","2021",3175
"861 : Hospital activities","861","group","2022",3330
"861 : Hospital activities","861","group","2023",3585
"861 : Hospital activities","861","group","2024",3745
"862 : Medical and dental practice activities","862","group","2019",35325
"862 : Medical and dental practice activities","862","group","2020",35210
"862 : Medical and dental practice activities","862","group","2021",35965
"862 : Medical and dental practice activities","862","group","2022",37025
"862 : Medical and dental practice activities","862","group","2023",38570
"862 : Medical and dental practice activities","862","group","2024",40785
"869 : Other human health activities","869","group","2019",23320
"869 : Other human health activities","869","group","2020",23720
"869 : Other human health activities","869","group","2021",24830
"869 : Other human health activities","869","group","2022",25825
"869 : Other human health activities","869","group","2023",27545
"869 : Other human health activities","869","group","2024",29285
"87 : Residential care activities","87","division","2019",11220
"87 : Residential care activities","87","division","2020",11450
"87 : Residential care activities","87","division","2021",11780
"87 : Residential care activities","87","division","2022",12135
"87 : Residential care activities","87","division","2023",12600
"87 : Residential care activities","87","division","2024",12955
"871 : Residential nursing care activities","871","group","2019",2560
"871 : Residential nursing care activities","871","group","2020",2535
"871 : Residential nursing care activities","871","group","2021",2585
"871 : Residential nursing care activities","871","group","2022",2560
"871 : Residential nursing care activities","871","group","2023",2580
"871 : Residential nursing care activities","871","group","2024",2640
"872 : Residential care activities for learning disabilities, mental health and substance abuse","872","group","2019",935
"872 : Residential care activities for learning disabilities, mental health and substance abuse","872","group","2020",1110
"872 : Residential care activities for learning disabilities, mental health and substance abuse","872","group","2021",1035
"872 : Residential care activities for learning disabilities, mental health and substance abuse","872","group","2022",1240
"872 : Residential care activities for learning disabilities, mental health and substance abuse","872","group","2023",1350
"872 : Residential care activities for learning disabilities, mental health and substance abuse","872","group","2024",1375
"873 : Residential care activities for the elderly and disabled","873","group","2019",3710
"873 : Residential care activities for the elderly and disabled","873","group","2020",3665
"873 : Residential care activities for the elderly and disabled","873","group","2021",3600
"873 : Residential care activities for the elderly and disabled","873","group","2022",3665
"873 : Residential care activities for the elderly and disabled","873","group","2023",3750
"873 : Residential care activities for the elderly and disabled","873","group","2024",3830
"879 : Other residential care activities","879","group","2019",4015
"879 : Other residential care activities","879","group","2020",4140
"879 : Other residential care activities","879","group","2021",4560
"879 : Other residential care activities","879","group","2022",4670
"879 : Other residential care activities","879","group","2023",4920
"879 : Other residential care activities","879","group","2024",5110
"88 : Social work activities without accommodation","88","division","2019",37735
"88 : Social work activities without accommodation","88","division","2020",37625
"88 : Social work activities without accommodation","88","division","2021",38485
"88 : Social work activities without accommodation","88","division","2022",38290
"88 : Social work activities without accommodation","88","division","2023",38295
"88 : Social work activities without accommodation","88","division","2024",38110
"881 : Social work activities without accommodation for the elderly and disabled","881","group","2019",7000
"881 : Social work activities without accommodation for the elderly and disabled","881","group","2020",7120
"881 : Social work activities without accommodation for the elderly and disabled","881","group","2021",7570
"881 : Social work activities without accommodation for the elderly and disabled","881","group","2022",7600
"881 : Social work activities without accommodation for the elderly and disabled","881","group","2023",7845
"881 : Social work activities without accommodation for the elderly and disabled","881","group","2024",7815
"889 : Other social work activities without accommodation","889","group","2019",30735
"889 : Other social work activities without accommodation","889","group","2020",30505
"889 : Other social work activities without accommodation","889","group","2021",30915
"889 : Other social work activities without accommodation","889","group","2022",30690
"889 : Other social work activities without accommodation","889","group","2023",30450
"889 : Other social work activities without accommodation","889","group","2024",30295
"90 : Creative, arts and entertainment activities","90","division","2019",33080
"90 : Creative, arts and entertainment activities","90","division","2020",32780
"90 : Creative, arts and entertainment activities","90","division","2021",33355
"90 : Creative, arts and entertainment activities","90","division","2022",34115
"90 : Creative, arts and entertainment activities","90","division","2023",34845
"90 : Creative, arts and entertainment activities","90","division","2024",35680
"900 : Creative, arts and entertainment activities","900","group","2019",33080
"900 : Creative, arts and entertainment activities","900","group","2020",32780
"900 : Creative, arts and entertainment activities","900","group","2021",33355
"900 : Creative, arts and entertainment activities","900","group","2022",34115
"900 : Creative, arts and entertainment activities","900","group","2023",34845
"900 : Creative, arts and entertainment activities","900","group","2024",35680
"91 : Libraries, archives, museums and other cultural activities","91","division","2019",1840
"91 : Libraries, archives, museums and other cultural activities","91","division","2020",1840
"91 : Libraries, archives, museums and other cultural activities","91","division","2021",1875
"91 : Libraries, archives, museums and other cultural activities","91","division","2022",1895
"91 : Libraries, archives, museums and other cultural activities","91","division","2023",1930
"91 : Libraries, archives, museums and other cultural activities","91","division","2024",1930
"910 : Libraries, archives, museums and other cultural activities","910","group","2019",1840
"910 : Libraries, archives, museums and other cultural activities","910","group","2020",1840
"910 : Libraries, archives, museums and other cultural activities","910","group","2021",1875
"910 : Libraries, archives, museums and other cultural activities","910","group","2022",1895
"910 : Libraries, archives, museums and other cultural activities","910","group","2023",1930
"910 : Libraries, archives, museums and other cultural activities","910","group","2024",1930
"92 : Gambling and betting activities","92","division","2019",1095
"92 : Gambling and betting activities","92","division","2020",1050
"92 : Gambling and betting activities","92","division","2021",1020
"92 : Gambling and betting activities","92","division","2022",985
"92 : Gambling and betting activities","92","division","2023",945
"92 : Gambling and betting activities","92","division","2024",895
"920 : Gambling and betting activities","920","group","2019",1095
"920 : Gambling and betting activities","920","group","2020",1050
"920 : Gambling and betting activities","920","group","2021",1020
"920 : Gambling and betting activities","920","group","2022",985
"920 : Gambling and betting activities","920","group","2023",945
"920 : Gambling and betting activities","920","group","2024",895
"93 : Sports activities and amusement and recreation activities","93","division","2019",39095
"93 : Sports activities and amusement and recreation activities","93","division","2020",39315
"93 : Sports activities and amusement and recreation activities","93","division","2021",40840
"93 : Sports activities and amusement and recreation activities","93","division","2022",41715
"93 : Sports activities and amusement and recreation activities","93","division","2023",42470
"93 : Sports activities and amusement and recreation activities","93","division","2024",43235
"931 : Sports activities","931","group","2019",31555
"931 : Sports activities","931","group","2020",31835
"931 : Sports activities","931","group","2021",33115
"931 : Sports activities","931","group","2022",33765
"931 : Sports activities","931","group","2023",34310
"931 : Sports activities","931","group","2024",34910
"932 : Amusement and recreation activities","932","group","2019",7540
"932 : Amusement and recreation activities","932","group","2020",7480
"932 : Amusement and recreation activities","932","group","2021",7725
"932 : Amusement and recreation activities","932","group","2022",7950
"932 : Amusement and recreation activities","932","group","2023",8160
"932 : Amusement and recreation activities","932","group","2024",8325
"94 : Activities of membership organisations","94","division","2019",23335
"94 : Activities of membership organisations","94","division","2020",23305
"94 : Activities of membership organisations","94","division","2021",23620
"94 : Activities of membership organisations","94","division","2022",23360
"94 : Activities of membership organisations","94","division","2023",23420
"94 : Activities of membership organisations","94","division","2024",23480
"941 : Activities of business, employers and professional membership organisations","941","group","2019",4070
"941 : Activities of business, employers and professional membership organisations","941","group","2020",4100
"941 : Activities of business, employers and professional membership organisations","941","group","2021",4120
"941 : Activities of business, employers and professional membership organisations","941","group","2022",4135
"941 : Activities of business, employers and professional membership organisations","941","group","2023",4225
"941 : Activities of business, employers and professional membership organisations","941","group","2024",4245
"942 : Activities of trade unions","942","group","2019",310
"942 : Activities of trade unions","942","group","2020",295
"942 : Activities of trade unions","942","group","2021",315
"942 : Activities of trade unions","942","group","2022",310
"942 : Activities of trade unions","942","group","2023",300
"942 : Activities of trade unions","942","group","2024",295
"949 : Activities of other membership organisations","949","group","2019",18955
"949 : Activities of other membership organisations","949","group","2020",18910
"949 : Activities of other membership organisations","949","group","2021",19185
"949 : Activities of other membership organisations","949","group","2022",18915
"949 : Activities of other membership organisations","949","group","2023",18895
"949 : Activities of other membership organisations","949","group","2024",18940
"95 : Repair of computers and personal and household goods","95","division","2019",9885
"95 : Repair of computers and personal and household goods","95","division","2020",9775
"95 : Repair of computers and personal and household goods","95","division","2021",10965
"95 : Repair of computers and personal and household goods","95","division","2022",10585
"95 : Repair of computers and personal and household goods","95","division","2023",10085
"95 : Repair of computers and personal and household goods","95","division","2024",9895
"951 : Repair of computers and communication equipment","951","group","2019",5340
"951 : Repair of computers and communication equipment","951","group","2020",5245
"951 : Repair of computers and communication equipment","951","group","2021",6185
"951 : Repair of computers and communication equipment","951","group","2022",5610
"951 : Repair of computers and communication equipment","951","group","2023",5125
"951 : Repair of computers and communication equipment","951","group","2024",5005
"952 : Repair of personal and household goods","952","group","2019",4545
"952 : Repair of personal and household goods","952","group","2020",4530
"952 : Repair of personal and household goods","952","group","2021",4780
"952 : Repair of personal and household goods","952","group","2022",4975
"952 : Repair of personal and household goods","952","group","2023",4960
"952 : Repair of personal and household goods","952","group","2024",4890
"96 : Other personal service activities","96","division","2019",81725
"96 : Other personal service activities","96","division","2020",81250
"96 : Other personal service activities","96","division","2021",85200
"96 : Other personal service activities","96","division","2022",87675
"96 : Other personal service activities","96","division","2023",89390
"96 : Other personal service activities","96","division","2024",91680
"960 : Other personal service activities","960","group","2019",81725
"960 : Other personal service activities","960","group","2020",81250
"960 : Other personal service activities","960","group","2021",85200
"960 : Other personal service activities","960","group","2022",87675
"960 : Other personal service activities","960","group","2023",89390
"960 : Other personal service activities","960","group","2024",91680
"Total",NA,NA,"2019",2889120
"Total",NA,NA,"2020",2897115
"Total",NA,NA,"2021",2939675
"Total",NA,NA,"2022",2924685
"Total",NA,NA,"2023",2870295
"Total",NA,NA,"2024",2859535
