"industry_raw","industry_code","industry_level","year","births_of_new_enterprises"
"683 : Real estate activities on a fee or contract basis","683","group","2020",3440
"683 : Real estate activities on a fee or contract basis","683","group","2021",5415
"683 : Real estate activities on a fee or contract basis","683","group","2022",3470
"683 : Real estate activities on a fee or contract basis","683","group","2023",3550
"683 : Real estate activities on a fee or contract basis","683","group","2024",3480
"69 : Legal and accounting activities","69","division","2019",6610
"69 : Legal and accounting activities","69","division","2020",5430
"69 : Legal and accounting activities","69","division","2021",5565
"69 : Legal and accounting activities","69","division","2022",4845
"69 : Legal and accounting activities","69","division","2023",4845
"69 : Legal and accounting activities","69","division","2024",4880
"691 : Legal activities","691","group","2019",2375
"691 : Legal activities","691","group","2020",1960
"691 : Legal activities","691","group","2021",2055
"691 : Legal activities","691","group","2022",1915
"691 : Legal activities","691","group","2023",2045
"691 : Legal activities","691","group","2024",2130
"692 : Accounting, bookkeeping and auditing activities; tax consultancy","692","group","2019",4235
"692 : Accounting, bookkeeping and auditing activities; tax consultancy","692","group","2020",3470
"692 : Accounting, bookkeeping and auditing activities; tax consultancy","692","group","2021",3510
"692 : Accounting, bookkeeping and auditing activities; tax consultancy","692","group","2022",2930
"692 : Accounting, bookkeeping and auditing activities; tax consultancy","692","group","2023",2800
"692 : Accounting, bookkeeping and auditing activities; tax consultancy","692","group","2024",2750
"70 : Activities of head offices; management consultancy activities","70","division","2019",25760
"70 : Activities of head offices; management consultancy activities","70","division","2020",20775
"70 : Activities of head offices; management consultancy activities","70","division","2021",20460
"70 : Activities of head offices; management consultancy activities","70","division","2022",18755
"70 : Activities of head offices; management consultancy activities","70","division","2023",19860
"70 : Activities of head offices; management consultancy activities","70","division","2024",20265
"701 : Activities of head offices","701","group","2019",1115
"701 : Activities of head offices","701","group","2020",1105
"701 : Activities of head offices","701","group","2021",1395
"701 : Activities of head offices","701","group","2022",1280
"701 : Activities of head offices","701","group","2023",1470
"701 : Activities of head offices","701","group","2024",1610
"702 : Management consultancy activities","702","group","2019",24645
"702 : Management consultancy activities","702","group","2020",19670
"702 : Management consultancy activities","702","group","2021",19065
"702 : Management consultancy activities","702","group","2022",17475
"702 : Management consultancy activities","702","group","2023",18390
"702 : Management consultancy activities","702","group","2024",18655
"71 : Architectural and engineering activities; technical testing and analysis","71","division","2019",10440
"71 : Architectural and engineering activities; technical testing and analysis","71","division","2020",7780
"71 : Architectural and engineering activities; technical testing and analysis","71","division","2021",7435
"71 : Architectural and engineering activities; technical testing and analysis","71","division","2022",6640
"71 : Architectural and engineering activities; technical testing and analysis","71","division","2023",7125
"71 : Architectural and engineering activities; technical testing and analysis","71","division","2024",7155
"711 : Architectural and engineering activities and related technical consultancy","711","group","2019",9930
"711 : Architectural and engineering activities and related technical consultancy","711","group","2020",7390
"711 : Architectural and engineering activities and related technical consultancy","711","group","2021",7085
"711 : Architectural and engineering activities and related technical consultancy","711","group","2022",6320
"711 : Architectural and engineering activities and related technical consultancy","711","group","2023",6775
"711 : Architectural and engineering activities and related technical consultancy","711","group","2024",6810
"712 : Technical testing and analysis","712","group","2019",510
"712 : Technical testing and analysis","712","group","2020",390
"712 : Technical testing and analysis","712","group","2021",350
"712 : Technical testing and analysis","712","group","2022",320
"712 : Technical testing and analysis","712","group","2023",350
"712 : Technical testing and analysis","712","group","2024",345
"72 : Scientific research and development","72","division","2019",710
"72 : Scientific research and development","72","division","2020",760
"72 : Scientific research and development","72","division","2021",785
"72 : Scientific research and development","72","division","2022",575
"72 : Scientific research and development","72","division","2023",575
"72 : Scientific research and development","72","division","2024",615
"721 : Research and experimental development on natural sciences and engineering","721","group","2019",620
"721 : Research and experimental development on natural sciences and engineering","721","group","2020",675
"721 : Research and experimental development on natural sciences and engineering","721","group","2021",695
"721 : Research and experimental development on natural sciences and engineering","721","group","2022",485
"721 : Research and experimental development on natural sciences and engineering","721","group","2023",485
"721 : Research and experimental development on natural sciences and engineering","721","group","2024",515
"722 : Research and experimental development on social sciences and humanities","722","group","2019",90
"722 : Research and experimental development on social sciences and humanities","722","group","2020",85
"722 : Research and experimental development on social sciences and humanities","722","group","2021",90
"722 : Research and experimental development on social sciences and humanities","722","group","2022",90
"722 : Research and experimental development on social sciences and humanities","722","group","2023",90
"722 : Research and experimental development on social sciences and humanities","722","group","2024",100
"73 : Advertising and market research","73","division","2019",2860
"73 : Advertising and market research","73","division","2020",2790
"73 : Advertising and market research","73","division","2021",3065
"73 : Advertising and market research","73","division","2022",2700
"73 : Advertising and market research","73","division","2023",2875
"73 : Advertising and market research","73","division","2024",3100
"731 : Advertising","731","group","2019",2625
"731 : Advertising","731","group","2020",2600
"731 : Advertising","731","group","2021",2825
"731 : Advertising","731","group","2022",2515
"731 : Advertising","731","group","2023",2705
"731 : Advertising","731","group","2024",2920
"732 : Market research and public opinion polling","732","group","2019",235
"732 : Market research and public opinion polling","732","group","2020",190
"732 : Market research and public opinion polling","732","group","2021",240
"732 : Market research and public opinion polling","732","group","2022",185
"732 : Market research and public opinion polling","732","group","2023",170
"732 : Market research and public opinion polling","732","group","2024",180
"74 : Other professional, scientific and technical activities","74","division","2019",15255
"74 : Other professional, scientific and technical activities","74","division","2020",13340
"74 : Other professional, scientific and technical activities","74","division","2021",10075
"74 : Other professional, scientific and technical activities","74","division","2022",13540
"74 : Other professional, scientific and technical activities","74","division","2023",13575
"74 : Other professional, scientific and technical activities","74","division","2024",12570
"741 : Specialised design activities","741","group","2019",2735
"741 : Specialised design activities","741","group","2020",2415
"741 : Specialised design activities","741","group","2021",2675
"741 : Specialised design activities","741","group","2022",2510
"741 : Specialised design activities","741","group","2023",2455
"741 : Specialised design activities","741","group","2024",2275
"742 : Photographic activities","742","group","2019",770
"742 : Photographic activities","742","group","2020",745
"742 : Photographic activities","742","group","2021",720
"742 : Photographic activities","742","group","2022",1115
"742 : Photographic activities","742","group","2023",940
"742 : Photographic activities","742","group","2024",850
"743 : Translation and interpretation activities","743","group","2019",175
"743 : Translation and interpretation activities","743","group","2020",160
"743 : Translation and interpretation activities","743","group","2021",215
"743 : Translation and interpretation activities","743","group","2022",135
"743 : Translation and interpretation activities","743","group","2023",155
"743 : Translation and interpretation activities","743","group","2024",140
"749 : Other professional, scientific and technical activities n.e.c.","749","group","2019",11575
"749 : Other professional, scientific and technical activities n.e.c.","749","group","2020",10020
"749 : Other professional, scientific and technical activities n.e.c.","749","group","2021",6465
"749 : Other professional, scientific and technical activities n.e.c.","749","group","2022",9780
"749 : Other professional, scientific and technical activities n.e.c.","749","group","2023",10025
"749 : Other professional, scientific and technical activities n.e.c.","749","group","2024",9305
"75 : Veterinary activities","75","division","2019",670
"75 : Veterinary activities","75","division","2020",400
"75 : Veterinary activities","75","division","2021",340
"75 : Veterinary activities","75","division","2022",390
"75 : Veterinary activities","75","division","2023",360
"75 : Veterinary activities","75","division","2024",390
"750 : Veterinary activities","750","group","2019",670
"750 : Veterinary activities","750","group","2020",400
"750 : Veterinary activities","750","group","2021",340
"750 : Veterinary activities","750","group","2022",390
"750 : Veterinary activities","750","group","2023",360
"750 : Veterinary activities","750","group","2024",390
"77 : Rental and leasing activities","77","division","2019",1755
"77 : Rental and leasing activities","77","division","2020",1855
"77 : Rental and leasing activities","77","division","2021",2000
"77 : Rental and leasing activities","77","division","2022",1770
"77 : Rental and leasing activities","77","division","2023",1530
"77 : Rental and leasing activities","77","division","2024",1795
"771 : Renting and leasing of motor vehicles","771","group","2019",540
"771 : Renting and leasing of motor vehicles","771","group","2020",595
"771 : Renting and leasing of motor vehicles","771","group","2021",625
"771 : Renting and leasing of motor vehicles","771","group","2022",545
"771 : Renting and leasing of motor vehicles","771","group","2023",420
"771 : Renting and leasing of motor vehicles","771","group","2024",520
"772 : Renting and leasing of personal and household goods","772","group","2019",290
"772 : Renting and leasing of personal and household goods","772","group","2020",280
"772 : Renting and leasing of personal and household goods","772","group","2021",325
"772 : Renting and leasing of personal and household goods","772","group","2022",285
"772 : Renting and leasing of personal and household goods","772","group","2023",250
"772 : Renting and leasing of personal and household goods","772","group","2024",305
"773 : Renting and leasing of other machinery, equipment and tangible goods","773","group","2019",775
"773 : Renting and leasing of other machinery, equipment and tangible goods","773","group","2020",840
"773 : Renting and leasing of other machinery, equipment and tangible goods","773","group","2021",915
"773 : Renting and leasing of other machinery, equipment and tangible goods","773","group","2022",845
"773 : Renting and leasing of other machinery, equipment and tangible goods","773","group","2023",755
"773 : Renting and leasing of other machinery, equipment and tangible goods","773","group","2024",855
"774 : Leasing of intellectual property and similar products, except copyrighted works","774","group","2019",150
"774 : Leasing of intellectual property and similar products, except copyrighted works","774","group","2020",140
"774 : Leasing of intellectual property and similar products, except copyrighted works","774","group","2021",135
"774 : Leasing of intellectual property and similar products, except copyrighted works","774","group","2022",95
"774 : Leasing of intellectual property and similar products, except copyrighted works","774","group","2023",105
"774 : Leasing of intellectual property and similar products, except copyrighted works","774","group","2024",115
"78 : Employment activities","78","division","2019",5295
"78 : Employment activities","78","division","2020",4170
"78 : Employment activities","78","division","2021",4855
"78 : Employment activities","78","division","2022",3485
"78 : Employment activities","78","division","2023",4465
"78 : Employment activities","78","division","2024",4305
"781 : Activities of employment placement agencies","781","group","2019",3325
"781 : Activities of employment placement agencies","781","group","2020",2325
"781 : Activities of employment placement agencies","781","group","2021",3190
"781 : Activities of employment placement agencies","781","group","2022",2020
"781 : Activities of employment placement agencies","781","group","2023",2375
"781 : Activities of employment placement agencies","781","group","2024",2545
"782 : Temporary employment agency activities","782","group","2019",1345
"782 : Temporary employment agency activities","782","group","2020",1125
"782 : Temporary employment agency activities","782","group","2021",1225
"782 : Temporary employment agency activities","782","group","2022",995
"782 : Temporary employment agency activities","782","group","2023",1560
"782 : Temporary employment agency activities","782","group","2024",1210
"783 : Other human resources provision","783","group","2019",625
"783 : Other human resources provision","783","group","2020",720
"783 : Other human resources provision","783","group","2021",440
"783 : Other human resources provision","783","group","2022",470
"783 : Other human resources provision","783","group","2023",530
"783 : Other human resources provision","783","group","2024",550
"79 : Travel agency, tour operator and other reservation service and related activities","79","division","2019",1090
"79 : Travel agency, tour operator and other reservation service and related activities","79","division","2020",935
"79 : Travel agency, tour operator and other reservation service and related activities","79","division","2021",945
"79 : Travel agency, tour operator and other reservation service and related activities","79","division","2022",830
"79 : Travel agency, tour operator and other reservation service and related activities","79","division","2023",1165
"79 : Travel agency, tour operator and other reservation service and related activities","79","division","2024",1225
"791 : Travel agency and tour operator activities","791","group","2019",815
"791 : Travel agency and tour operator activities","791","group","2020",720
"791 : Travel agency and tour operator activities","791","group","2021",735
"791 : Travel agency and tour operator activities","791","group","2022",620
"791 : Travel agency and tour operator activities","791","group","2023",910
"791 : Travel agency and tour operator activities","791","group","2024",960
"799 : Other reservation service and related activities","799","group","2019",275
"799 : Other reservation service and related activities","799","group","2020",215
"799 : Other reservation service and related activities","799","group","2021",210
"799 : Other reservation service and related activities","799","group","2022",210
"799 : Other reservation service and related activities","799","group","2023",255
"799 : Other reservation service and related activities","799","group","2024",265
"80 : Security and investigation activities","80","division","2019",1580
"80 : Security and investigation activities","80","division","2020",1570
"80 : Security and investigation activities","80","division","2021",1665
"80 : Security and investigation activities","80","division","2022",1505
"80 : Security and investigation activities","80","division","2023",1690
"80 : Security and investigation activities","80","division","2024",1720
"801 : Private security activities","801","group","2019",925
"801 : Private security activities","801","group","2020",1015
"801 : Private security activities","801","group","2021",1155
"801 : Private security activities","801","group","2022",995
"801 : Private security activities","801","group","2023",1115
"801 : Private security activities","801","group","2024",1200
"802 : Security systems service activities","802","group","2019",480
"802 : Security systems service activities","802","group","2020",470
"802 : Security systems service activities","802","group","2021",455
"802 : Security systems service activities","802","group","2022",460
"802 : Security systems service activities","802","group","2023",530
"802 : Security systems service activities","802","group","2024",465
"803 : Investigation activities","803","group","2019",175
"803 : Investigation activities","803","group","2020",85
"803 : Investigation activities","803","group","2021",55
"803 : Investigation activities","803","group","2022",50
"803 : Investigation activities","803","group","2023",45
"803 : Investigation activities","803","group","2024",55
"81 : Services to buildings and landscape activities","81","division","2019",4595
"81 : Services to buildings and landscape activities","81","division","2020",4760
"81 : Services to buildings and landscape activities","81","division","2021",7620
"81 : Services to buildings and landscape activities","81","division","2022",6785
"81 : Services to buildings and landscape activities","81","division","2023",6495
"81 : Services to buildings and landscape activities","81","division","2024",6285
"811 : Combined facilities support activities","811","group","2019",520
"811 : Combined facilities support activities","811","group","2020",500
"811 : Combined facilities support activities","811","group","2021",575
"811 : Combined facilities support activities","811","group","2022",450
"811 : Combined facilities support activities","811","group","2023",545
"811 : Combined facilities support activities","811","group","2024",585
"812 : Cleaning activities","812","group","2019",2525
"812 : Cleaning activities","812","group","2020",2785
"812 : Cleaning activities","812","group","2021",4135
"812 : Cleaning activities","812","group","2022",4120
"812 : Cleaning activities","812","group","2023",3910
"812 : Cleaning activities","812","group","2024",3785
"813 : Landscape service activities","813","group","2019",1550
"813 : Landscape service activities","813","group","2020",1475
"813 : Landscape service activities","813","group","2021",2910
"813 : Landscape service activities","813","group","2022",2215
"813 : Landscape service activities","813","group","2023",2040
"813 : Landscape service activities","813","group","2024",1915
"82 : Office administrative, office support and other business support activities","82","division","2019",39480
"82 : Office administrative, office support and other business support activities","82","division","2020",29500
"82 : Office administrative, office support and other business support activities","82","division","2021",18655
"82 : Office administrative, office support and other business support activities","82","division","2022",25595
"82 : Office administrative, office support and other business support activities","82","division","2023",22910
"82 : Office administrative, office support and other business support activities","82","division","2024",23285
"821 : Office administrative and support activities","821","group","2019",2810
"821 : Office administrative and support activities","821","group","2020",1760
"821 : Office administrative and support activities","821","group","2021",2835
"821 : Office administrative and support activities","821","group","2022",2745
"821 : Office administrative and support activities","821","group","2023",1035
"821 : Office administrative and support activities","821","group","2024",750
"822 : Activities of call centres","822","group","2019",85
"822 : Activities of call centres","822","group","2020",70
"822 : Activities of call centres","822","group","2021",80
"822 : Activities of call centres","822","group","2022",50
"822 : Activities of call centres","822","group","2023",40
"822 : Activities of call centres","822","group","2024",40
"823 : Organisation of conventions and trade shows","823","group","2019",455
"823 : Organisation of conventions and trade shows","823","group","2020",355
"823 : Organisation of conventions and trade shows","823","group","2021",320
"823 : Organisation of conventions and trade shows","823","group","2022",355
"823 : Organisation of conventions and trade shows","823","group","2023",370
"823 : Organisation of conventions and trade shows","823","group","2024",390
"829 : Business support service activities n.e.c.","829","group","2019",36130
"829 : Business support service activities n.e.c.","829","group","2020",27315
"829 : Business support service activities n.e.c.","829","group","2021",15420
"829 : Business support service activities n.e.c.","829","group","2022",22445
"829 : Business support service activities n.e.c.","829","group","2023",21465
"829 : Business support service activities n.e.c.","829","group","2024",22105
"85 : Education","85","division","2019",4430
"85 : Education","85","division","2020",4225
"85 : Education","85","division","2021",5385
"85 : Education","85","division","2022",5000
"85 : Education","85","division","2023",5030
"85 : Education","85","division","2024",5200
"851 : Pre-primary education","851","group","2019",360
"851 : Pre-primary education","851","group","2020",245
"851 : Pre-primary education","851","group","2021",235
"851 : Pre-primary education","851","group","2022",260
"851 : Pre-primary education","851","group","2023",280
"851 : Pre-primary education","851","group","2024",245
"852 : Primary education","852","group","2019",110
"852 : Primary education","852","group","2020",120
"852 : Primary education","852","group","2021",125
"852 : Primary education","852","group","2022",135
"852 : Primary education","852","group","2023",130
"852 : Primary education","852","group","2024",150
"853 : Secondary education","853","group","2019",305
"853 : Secondary education","853","group","2020",310
"853 : Secondary education","853","group","2021",335
"853 : Secondary education","853","group","2022",305
"853 : Secondary education","853","group","2023",315
"853 : Secondary education","853","group","2024",290
"854 : Higher education","854","group","2019",95
"854 : Higher education","854","group","2020",90
"854 : Higher education","854","group","2021",95
"854 : Higher education","854","group","2022",95
"854 : Higher education","854","group","2023",90
"854 : Higher education","854","group","2024",95
"855 : Other education","855","group","2019",2655
"855 : Other education","855","group","2020",2530
"855 : Other education","855","group","2021",3500
"855 : Other education","855","group","2022",3170
"855 : Other education","855","group","2023",3160
"855 : Other education","855","group","2024",3280
"856 : Educational support activities","856","group","2019",905
"856 : Educational support activities","856","group","2020",930
"856 : Educational support activities","856","group","2021",1095
"856 : Educational support activities","856","group","2022",1035
"856 : Educational support activities","856","group","2023",1055
"856 : Educational support activities","856","group","2024",1140
"86 : Human health activities","86","division","2019",6100
"86 : Human health activities","86","division","2020",5770
"86 : Human health activities","86","division","2021",6545
"86 : Human health activities","86","division","2022",7650
"86 : Human health activities","86","division","2023",8760
"86 : Human health activities","86","division","2024",8500
"861 : Hospital activities","861","group","2019",695
"861 : Hospital activities","861","group","2020",635
"861 : Hospital activities","861","group","2021",445
"861 : Hospital activities","861","group","2022",690
"861 : Hospital activities","861","group","2023",865
"861 : Hospital activities","861","group","2024",660
"862 : Medical and dental practice activities","862","group","2019",2605
"862 : Medical and dental practice activities","862","group","2020",2430
"862 : Medical and dental practice activities","862","group","2021",2835
"862 : Medical and dental practice activities","862","group","2022",3360
"862 : Medical and dental practice activities","862","group","2023",3795
"862 : Medical and dental practice activities","862","group","2024",4075
"869 : Other human health activities","869","group","2019",2800
"869 : Other human health activities","869","group","2020",2705
"869 : Other human health activities","869","group","2021",3265
"869 : Other human health activities","869","group","2022",3600
"869 : Other human health activities","869","group","2023",4100
"869 : Other human health activities","869","group","2024",3765
"87 : Residential care activities","87","division","2019",825
"87 : Residential care activities","87","division","2020",955
"87 : Residential care activities","87","division","2021",960
"87 : Residential care activities","87","division","2022",1115
"87 : Residential care activities","87","division","2023",1370
"87 : Residential care activities","87","division","2024",1160
"871 : Residential nursing care activities","871","group","2019",190
"871 : Residential nursing care activities","871","group","2020",185
"871 : Residential nursing care activities","871","group","2021",170
"871 : Residential nursing care activities","871","group","2022",210
"871 : Residential nursing care activities","871","group","2023",250
"871 : Residential nursing care activities","871","group","2024",205
"872 : Residential care activities for learning disabilities, mental health and substance abuse","872","group","2019",180
"872 : Residential care activities for learning disabilities, mental health and substance abuse","872","group","2020",285
"872 : Residential care activities for learning disabilities, mental health and substance abuse","872","group","2021",145
"872 : Residential care activities for learning disabilities, mental health and substance abuse","872","group","2022",310
"872 : Residential care activities for learning disabilities, mental health and substance abuse","872","group","2023",360
"872 : Residential care activities for learning disabilities, mental health and substance abuse","872","group","2024",270
"873 : Residential care activities for the elderly and disabled","873","group","2019",200
"873 : Residential care activities for the elderly and disabled","873","group","2020",205
"873 : Residential care activities for the elderly and disabled","873","group","2021",170
"873 : Residential care activities for the elderly and disabled","873","group","2022",245
"873 : Residential care activities for the elderly and disabled","873","group","2023",300
"873 : Residential care activities for the elderly and disabled","873","group","2024",270
"879 : Other residential care activities","879","group","2019",255
"879 : Other residential care activities","879","group","2020",280
"879 : Other residential care activities","879","group","2021",475
"879 : Other residential care activities","879","group","2022",350
"879 : Other residential care activities","879","group","2023",460
"879 : Other residential care activities","879","group","2024",415
"88 : Social work activities without accommodation","88","division","2019",2135
"88 : Social work activities without accommodation","88","division","2020",1895
"88 : Social work activities without accommodation","88","division","2021",2760
"88 : Social work activities without accommodation","88","division","2022",2125
"88 : Social work activities without accommodation","88","division","2023",2085
"88 : Social work activities without accommodation","88","division","2024",2090
"881 : Social work activities without accommodation for the elderly and disabled","881","group","2019",385
"881 : Social work activities without accommodation for the elderly and disabled","881","group","2020",365
"881 : Social work activities without accommodation for the elderly and disabled","881","group","2021",665
"881 : Social work activities without accommodation for the elderly and disabled","881","group","2022",440
"881 : Social work activities without accommodation for the elderly and disabled","881","group","2023",505
"881 : Social work activities without accommodation for the elderly and disabled","881","group","2024",440
"889 : Other social work activities without accommodation","889","group","2019",1750
"889 : Other social work activities without accommodation","889","group","2020",1530
"889 : Other social work activities without accommodation","889","group","2021",2095
"889 : Other social work activities without accommodation","889","group","2022",1685
"889 : Other social work activities without accommodation","889","group","2023",1580
"889 : Other social work activities without accommodation","889","group","2024",1650
"90 : Creative, arts and entertainment activities","90","division","2019",3025
"90 : Creative, arts and entertainment activities","90","division","2020",2590
"90 : Creative, arts and entertainment activities","90","division","2021",3120
"90 : Creative, arts and entertainment activities","90","division","2022",3425
"90 : Creative, arts and entertainment activities","90","division","2023",3745
"90 : Creative, arts and entertainment activities","90","division","2024",3555
"900 : Creative, arts and entertainment activities","900","group","2019",3025
"900 : Creative, arts and entertainment activities","900","group","2020",2590
"900 : Creative, arts and entertainment activities","900","group","2021",3120
"900 : Creative, arts and entertainment activities","900","group","2022",3425
"900 : Creative, arts and entertainment activities","900","group","2023",3745
"900 : Creative, arts and entertainment activities","900","group","2024",3555
"91 : Libraries, archives, museums and other cultural activities","91","division","2019",75
"91 : Libraries, archives, museums and other cultural activities","91","division","2020",70
"91 : Libraries, archives, museums and other cultural activities","91","division","2021",95
"91 : Libraries, archives, museums and other cultural activities","91","division","2022",85
"91 : Libraries, archives, museums and other cultural activities","91","division","2023",85
"91 : Libraries, archives, museums and other cultural activities","91","division","2024",60
"910 : Libraries, archives, museums and other cultural activities","910","group","2019",75
"910 : Libraries, archives, museums and other cultural activities","910","group","2020",70
"910 : Libraries, archives, museums and other cultural activities","910","group","2021",95
"910 : Libraries, archives, museums and other cultural activities","910","group","2022",85
"910 : Libraries, archives, museums and other cultural activities","910","group","2023",85
"910 : Libraries, archives, museums and other cultural activities","910","group","2024",60
"92 : Gambling and betting activities","92","division","2019",50
"92 : Gambling and betting activities","92","division","2020",35
"92 : Gambling and betting activities","92","division","2021",40
"92 : Gambling and betting activities","92","division","2022",35
"92 : Gambling and betting activities","92","division","2023",20
"92 : Gambling and betting activities","92","division","2024",25
"920 : Gambling and betting activities","920","group","2019",50
"920 : Gambling and betting activities","920","group","2020",35
"920 : Gambling and betting activities","920","group","2021",40
"920 : Gambling and betting activities","920","group","2022",35
"920 : Gambling and betting activities","920","group","2023",20
"920 : Gambling and betting activities","920","group","2024",25
"93 : Sports activities and amusement and recreation activities","93","division","2019",4290
"93 : Sports activities and amusement and recreation activities","93","division","2020",3695
"93 : Sports activities and amusement and recreation activities","93","division","2021",4715
"93 : Sports activities and amusement and recreation activities","93","division","2022",4360
"93 : Sports activities and amusement and recreation activities","93","division","2023",4470
"93 : Sports activities and amusement and recreation activities","93","division","2024",4330
"931 : Sports activities","931","group","2019",3425
"931 : Sports activities","931","group","2020",2995
"931 : Sports activities","931","group","2021",3890
"931 : Sports activities","931","group","2022",3445
"931 : Sports activities","931","group","2023",3570
"931 : Sports activities","931","group","2024",3460
"932 : Amusement and recreation activities","932","group","2019",865
"932 : Amusement and recreation activities","932","group","2020",700
"932 : Amusement and recreation activities","932","group","2021",825
"932 : Amusement and recreation activities","932","group","2022",915
"932 : Amusement and recreation activities","932","group","2023",900
"932 : Amusement and recreation activities","932","group","2024",870
"94 : Activities of membership organisations","94","division","2019",1065
"94 : Activities of membership organisations","94","division","2020",1105
"94 : Activities of membership organisations","94","division","2021",1215
"94 : Activities of membership organisations","94","division","2022",945
"94 : Activities of membership organisations","94","division","2023",990
"94 : Activities of membership organisations","94","division","2024",880
"941 : Activities of business, employers and professional membership organisations","941","group","2019",365
"941 : Activities of business, employers and professional membership organisations","941","group","2020",290
"941 : Activities of business, employers and professional membership organisations","941","group","2021",320
"941 : Activities of business, employers and professional membership organisations","941","group","2022",315
"941 : Activities of business, employers and professional membership organisations","941","group","2023",355
"941 : Activities of business, employers and professional membership organisations","941","group","2024",300
"942 : Activities of trade unions","942","group","2019",5
"942 : Activities of trade unions","942","group","2020",10
"942 : Activities of trade unions","942","group","2021",20
"942 : Activities of trade unions","942","group","2022",10
"942 : Activities of trade unions","942","group","2023",10
"942 : Activities of trade unions","942","group","2024",5
"949 : Activities of other membership organisations","949","group","2019",695
"949 : Activities of other membership organisations","949","group","2020",805
"949 : Activities of other membership organisations","949","group","2021",875
"949 : Activities of other membership organisations","949","group","2022",620
"949 : Activities of other membership organisations","949","group","2023",625
"949 : Activities of other membership organisations","949","group","2024",575
"95 : Repair of computers and personal and household goods","95","division","2019",680
"95 : Repair of computers and personal and household goods","95","division","2020",690
"95 : Repair of computers and personal and household goods","95","division","2021",1315
"95 : Repair of computers and personal and household goods","95","division","2022",775
"95 : Repair of computers and personal and household goods","95","division","2023",645
"95 : Repair of computers and personal and household goods","95","division","2024",630
"951 : Repair of computers and communication equipment","951","group","2019",280
"951 : Repair of computers and communication equipment","951","group","2020",275
"951 : Repair of computers and communication equipment","951","group","2021",785
"951 : Repair of computers and communication equipment","951","group","2022",235
"951 : Repair of computers and communication equipment","951","group","2023",215
"951 : Repair of computers and communication equipment","951","group","2024",180
"952 : Repair of personal and household goods","952","group","2019",400
"952 : Repair of personal and household goods","952","group","2020",415
"952 : Repair of personal and household goods","952","group","2021",530
"952 : Repair of personal and household goods","952","group","2022",540
"952 : Repair of personal and household goods","952","group","2023",430
"952 : Repair of personal and household goods","952","group","2024",450
"96 : Other personal service activities","96","division","2019",6755
"96 : Other personal service activities","96","division","2020",6195
"96 : Other personal service activities","96","division","2021",8945
"96 : Other personal service activities","96","division","2022",9465
"96 : Other personal service activities","96","division","2023",9910
"96 : Other personal service activities","96","division","2024",10680
"960 : Other personal service activities","960","group","2019",6755
"960 : Other personal service activities","960","group","2020",6195
"960 : Other personal service activities","960","group","2021",8945
"960 : Other personal service activities","960","group","2022",9465
"960 : Other personal service activities","960","group","2023",9910
"960 : Other personal service activities","960","group","2024",10680
"Total",NA,NA,"2019",363825
"Total",NA,NA,"2020",333015
"Total",NA,NA,"2021",363995
"Total",NA,NA,"2022",336925
"Total",NA,NA,"2023",316025
"Total",NA,NA,"2024",317435
